name,salary,years_experience
Brennon Abshire,67285.6072367,6
Kayli Hartmann,63200.6124535,6
Johan Runte,39910.9850736,1
Austyn Gulgowski,71855.4139826,6
Haleigh Koelpin,79178.9174245,4
Margarete Schamberger,70355.9212416,2
King Jones,77176.0018786,0
Brian Olson,74293.0505085,3
Pat Littel,21478.3495037,2
Enrico Pagac,40060.4000073,3
Shayna Nikolaus,61682.0357962,2
Carlo Paucek,47491.5622494,2
Ernestine Reinger,72869.9569556,1
Adam Walter,36922.0501161,1
Gregorio Friesen,52021.111889,1
Walker O'Kon,58105.0392344,3
Rebecca Jerde,31216.8016231,2
Marilie Moen,87476.8556519,2
Myah Paucek,34527.8391315,3
Xzavier Satterfield,19510.3825336,3
Rae McGlynn,74460.0522359,5
Dewitt Maggio,57394.8343191,4
Dion Bahringer,25266.1751824,2
Nia Roberts,61950.6832778,1
Brenden Hamill,88709.904426,5
Earl McLaughlin,67817.9460723,2
Keven Larkin,64149.0979567,0
Stacey Hilpert,82143.3086984,5
Jordane Flatley,48213.1703769,3
Kyle Gleason,33357.5193421,1
Brandon Collins,56338.4720928,4
Duncan McClure,43863.4745736,4
Nedra Zboncak,41511.0434859,0
Araceli Beer,26861.0327038,3
Zachariah Armstrong,72475.1721671,3
Heloise Wisoky,72178.4573567,2
Alverta Bergstrom,34095.6581702,5
Viva Hickle,59052.1464844,7
Luciano Waelchi,40794.8582411,2
Frederic Adams,80676.4845838,3
Leanne Gleason,39619.7847749,2
Carleton Gulgowski,55190.5234802,3
Junior Reichel,62535.9643727,2
Lisette Altenwerth,46852.4640427,2
Hoyt O'Connell,73693.3197325,4
Sebastian Stokes,41289.9786219,2
Devan Corwin,52664.919977,4
Roslyn Cartwright,62436.0500526,5
Junius Morar,65375.5356374,5
Noble Corkery,39055.6826751,1
Thelma Stoltenberg,41118.2112817,5
Jane Kautzer,66561.5268656,3
Emmanuel Kozey,44957.7259496,1
Melisa Gutkowski,43332.4690194,3
Loy Beier,68191.6351737,3
Francis Christiansen,46890.276219,6
Myrl Mraz,83299.4379741,1
Guiseppe Volkman,36578.286563,5
Trenton Glover,51091.486572,5
Chester Goodwin,21057.2764764,2
Maeve O'Conner,74950.6358464,1
Elroy Gutmann,71533.8574905,0
Robbie Ritchie,60392.1708466,2
Hanna Price,58164.9534289,3
Anibal Boyer,104363.94018,2
Presley Klocko,86221.3564668,0
Electa Dickinson,47638.5259641,4
Erna Nikolaus,51658.4496583,1
Berenice Dare,49282.5151371,0
Marilie Rath,15504.118839,1
Guillermo Morar,57141.1366501,4
Maximus Wilderman,31394.313789,2
Alfonso Konopelski,53793.2563717,1
Gretchen Ward,70745.8891514,0
Johnpaul Hills,69350.1482241,3
Jada Kutch,61221.3216477,7
Maximillia Kohler,53515.7816898,1
Tyson O'Connell,51442.4505121,4
Andre Deckow,64962.8934491,3
Velma McDermott,53652.5232127,6
Jonatan Armstrong,40865.5251866,2
Bonita Grimes,40934.987715,3
Brendon Dicki,45000.6976416,4
Tremayne Hansen,80191.5180711,0
Amir Rodriguez,46290.5852995,2
Antonetta Considine,45426.4739554,4
Rashawn Wehner,62475.1914852,1
Hollis Prosacco,41470.1856985,0
Craig Abshire,62735.6676811,1
Philip Kovacek,39766.1733664,2
Keith Spencer,54632.6837615,7
Emelie Toy,27887.8770031,7
Walter Anderson,44465.9424387,8
Marcelo Nolan,65766.5295904,7
Lamar Pfannerstill,84564.5344265,1
Kieran Abbott,90630.8794719,2
Kip Wisozk,73256.5082478,3
Caesar Terry,84275.2247925,6
Bernadette Willms,66602.7454076,3
Harrison Kohler,47562.4957232,2
Juvenal Schuster,57699.4306789,3
Betsy O'Kon,61974.6809822,3
Morton Huel,34034.8280772,2
Aliyah Renner,52695.208192,1
Justice Spinka,85965.2634671,4
Phoebe Bednar,24363.8392109,4
Leonardo Mann,49629.0988268,3
Shane Streich,46287.4098265,3
Kayden Wehner,63297.3031535,4
Zena Kiehn,62689.6958945,3
Francesca Schultz,44385.7731427,1
Dianna Willms,47207.6313846,5
Fermin Kuvalis,49551.1822687,2
Freda Armstrong,73303.4325223,4
Bryon Sporer,51641.6026575,3
Citlalli McDermott,60250.6742521,2
Alexzander Trantow,42466.9708486,3
Elta Bergstrom,105462.748936,4
Martin Bernhard,33990.7005116,0
Hobart Barrows,42433.6455746,1
Irwin Hartmann,53843.6696369,2
Louie Smith,47734.4752752,4
Pascale Klocko,56109.2338608,7
Trevion Homenick,42772.9649998,4
Marcelino Bartoletti,47035.141913,5
Marina Zboncak,76926.2689961,4
Bonnie Daniel,90765.2784632,1
Jammie Kerluke,78985.8788769,3
Lance Von,43462.1045542,3
Chelsey Davis,63377.9106954,2
Minerva Adams,64715.0474832,2
Frida Gislason,36410.336836,3
Abe Kemmer,79668.6589472,2
Beau McCullough,-8419.21843401,2
Cordia Zieme,49201.9691188,4
Stephen Ziemann,51448.0739279,5
Rose Zemlak,67740.7484667,3
Kurt Johnston,32129.3794745,2
Vinnie Treutel,8649.23771504,1
Alvah Skiles,55142.7770098,4
Pattie Eichmann,57357.5790029,2
Naomi D'Amore,48542.2948538,4
Golden Kautzer,34312.4466603,4
Judson Cruickshank,59582.5896664,4
Eulalia Davis,43350.8098204,3
Michael Bernhard,68747.2234935,1
Lawrence Lesch,47392.9797831,2
Eldon Berge,35983.6217336,4
Chadrick Rogahn,76121.1457589,4
Casimir Stehr,16791.4159682,4
Annabel Jewess,78627.310738,1
Mauricio Hilpert,40971.207787,1
Delbert Rippin,61265.0819138,3
Casey Conn,67863.9488485,3
Rosendo Rice,25649.5641101,3
Jamie Hettinger,59956.1468397,1
Laurel Tremblay,58382.1279641,1
Leif Kihn,55107.5404724,4
Dallin Green,86218.139974,2
Cory Fritsch,45704.1615113,6
Madaline Grady,38056.4452662,1
Tamia Kihn,28964.8503996,2
Vaughn Stracke,64545.6413079,2
Clementina Pagac,61870.5882921,3
Nils Balistreri,39841.7421339,1
Lonnie Weissnat,46805.7753682,1
Boyd Collins,36691.5863449,3
Alden Bernhard,73942.3599478,4
Martin Herman,75092.3925003,2
Tomas Waelchi,22290.7956718,3
Katharina Lueilwitz,32555.7563152,1
Lysanne Cartwright,48112.5573789,3
Trycia Hauck,43275.764944,5
Deja Rice,9285.99899352,6
Jed Rohan,44637.2510261,4
Johanna Cassin,48936.6736419,3
Antonetta Mertz,35715.3625305,0
Mary Hermiston,29735.281901,5
Van Paucek,37153.2306892,3
Hanna O'Conner,40330.7437657,2
Damion Lubowitz,86978.3621254,2
Hailie Anderson,53377.9906047,1
Harold Steuber,62010.1096422,7
Colt Bosco,56293.8046985,4
Tito Vandervort,43987.0608725,2
Jonatan Kuhlman,41876.0402044,5
Helen Boyer,61151.8470236,5
Amani Wunsch,43811.5739819,2
Rory Daugherty,54291.9369744,3
Jimmy Wiza,61539.0570584,1
Keshaun Smitham,80762.5461208,3
Tre Boehm,17426.2912838,1
Brooklyn Carroll,68117.8066632,2
Jerald Pollich,44567.2072422,2
Modesta Cartwright,72350.7640721,0
Marjory Huel,31516.3069395,3
Anna Watsica,58926.285125,3
Olin Swift,42493.2298299,3
Delfina Ritchie,68638.0108423,7
Gregg Lehner,61036.2367323,4
Miguel Walter,16263.8805083,2
Dora Boyle,60285.2308363,2
Rhea Koss,55304.0790936,7
Marilyne Funk,67924.5508999,2
Zane Turcotte,60758.804576,3
Brian Stehr,39285.1615443,5
Marcelina Johnson,109228.059734,4
Hattie Ernser,26307.1351184,3
Ryann Littel,80105.0640761,4
Spencer Hagenes,71364.1535812,1
Harry Collier,62952.3017195,4
Fredy Schaden,66723.596266,5
Walter Smitham,60872.6960432,1
Lukas Heaney,37987.4157292,4
Keaton Schmitt,30193.96433,4
Marcos Satterfield,10589.3900273,2
Madie Champlin,69554.7603323,4
Jarvis Trantow,44066.2187816,3
Jazlyn Vandervort,19262.1586146,1
Lenore Friesen,46148.4578171,5
Pablo Quigley,62734.8663248,1
Karl Crona,78455.2792769,9
Dortha Kunde,52663.9322603,0
Mollie Durgan,75458.4440449,0
Joy Cole,24534.2846905,7
Mabelle Batz,28196.6064881,3
Abigail Barton,68507.2507873,2
Estefania McKenzie,28636.7526991,1
Kiana Kihn,22832.192748,2
Mabel Eichmann,97650.7317044,6
Roxane Kozey,32958.2932721,3
Zack Weimann,94647.3275132,3
Kiley Kuhic,62836.6136094,2
Edward Hansen,49030.4194668,4
Sincere Mante,41380.8999233,5
Caesar Kozey,23573.4786294,5
Citlalli Bashirian,71357.2382116,3
Maurine Powlowski,32464.5835012,4
Isabelle Kohler,51140.8454239,2
Oswaldo Kreiger,70041.9969274,5
Mable Purdy,77193.4436152,2
Kendall Wilkinson,55523.1424461,2
Krystal Denesik,58002.2759819,1
Kiley Murray,74004.6259114,3
Rahsaan Kassulke,10958.3998051,4
Clint King,27161.7512975,4
Moshe Rohan,18798.2900892,5
Philip Reilly,78622.0935432,4
Bryon Barton,73129.7102623,3
Annamarie Roberts,62373.5741753,1
Montana Harris,38673.8930782,2
Louie Schultz,43412.7051086,1
Noemi Murphy,81235.8759502,3
Deshaun Weimann,72391.9555812,5
Ozella Sporer,63055.5945945,4
Marcelina Simonis,30668.273007,9
Myrl Hilll,55399.4552393,4
Bryana Denesik,89237.2310216,1
Sarah Howell,47761.8499353,5
Barry Wolff,57834.5223651,7
Elfrieda Prohaska,78389.757454,3
Noemi Fay,76572.9879732,4
Lora Anderson,57453.9101581,3
Herbert Medhurst,67994.7008763,7
Rollin Simonis,82276.4122199,1
Johnson Lowe,68376.3674796,3
Stanley Smith,57838.2602468,1
Murray Boehm,56192.7855676,4
Vella Hammes,52482.187266,4
Walton Watsica,41429.0350151,4
Maurice Schuster,42320.956106,2
Quentin Yost,34958.0896222,2
Brennan Keeling,61456.9611672,4
Adella Leuschke,82115.2545106,2
Gilberto Fisher,62327.3868647,5
Julie Treutel,54197.7465804,5
Albin Simonis,50529.9529185,4
Albina Kerluke,49780.315143,2
Cassandre Huel,28421.4386312,3
Mae Hessel,86079.003217,4
Claudia Crist,50650.1766453,3
Rory Corwin,45142.0382155,3
Lelah Huel,67942.102205,5
Abel Zboncak,20354.2589794,3
Jason Sipes,20475.0877945,4
Tania Hand,58463.0796149,0
Tomas White,78735.3974728,1
Celestino Harber,26763.4454309,1
Kameron Klein,71286.5635341,5
Nettie Conroy,60686.0427385,4
Christopher Raynor,53639.9911314,1
Adrianna Parisian,48342.2262891,4
Elizabeth Carroll,14237.9037847,1
Deonte Koch,4970.71011218,2
Kayla Price,68197.1894057,2
Hans Hamill,41887.6440875,5
Emory Senger,31961.381604,1
Alexa Kerluke,64584.4134974,1
Anderson Beer,55233.4123103,4
Jett Rodriguez,38336.4990607,2
Dustin Renner,77057.3558676,5
Avery Senger,42351.7880291,2
Monica Osinski,39917.3981996,3
Myron Langosh,110045.849413,2
Deron Barton,44150.0303285,4
Electa Fahey,37138.6451879,3
Rachel Emmerich,50171.1406164,1
Cecile White,23483.0450494,2
Eda Gibson,80280.6465828,6
Eulalia Kreiger,57881.6542116,3
Timmothy West,60843.6534636,1
Alvah Walker,78604.0980653,3
Federico Hammes,47137.1210867,0
Silas Schultz,52470.4369913,1
Genoveva Keebler,81897.3426215,3
Osborne Prosacco,61023.9043587,3
Bridget Cassin,84663.4388431,2
Gerald Murazik,35493.8957032,0
Zelda McKenzie,30614.7877899,3
Clovis Davis,74335.8624603,1
Sigurd Hane,35622.1301363,4
Alanis Dickinson,72752.8556547,4
Pietro Gibson,52122.2054073,2
Mikel Hackett,51396.3779458,4
Yasmeen Labadie,66343.278747,3
Georgette Reichel,37839.9700318,3
Ian Baumbach,70154.8993141,4
Deondre Schmitt,39384.2940859,3
Eldora Armstrong,56410.0667239,2
Randal Schumm,74851.9914628,2
Antonietta Kovacek,98769.5924196,5
Santos Dickens,69903.1389123,2
Amari Ankunding,50713.5760428,2
Alyce Kirlin,12207.8035908,4
Grover Corwin,35401.039688,2
Wilmer Harber,57160.9721673,0
Eileen Bradtke,59813.1237626,3
Edwardo Mills,34585.8872547,7
Grayce Jast,35141.1587785,6
Everette Jones,69926.5069405,6
Nadia Medhurst,42197.870265,3
Wilfred Durgan,89298.9096912,6
Jayme Kemmer,34602.2691434,3
Ronny Brekke,67309.2676342,5
Gerry Stanton,26845.0780473,2
Kelly Sipes,35669.1610129,2
Cristian Brown,53351.2271367,1
Verner Flatley,50384.3612552,4
Viola Hudson,51348.3538103,2
Edward O'Keefe,69580.5244897,1
Mazie Willms,34284.1102957,2
Roosevelt Feil,77053.8611013,5
Beryl Runolfsson,40854.2236451,0
Herminio Gorczany,63638.2262699,2
Jerry Kautzer,37863.4079381,2
Lester Tillman,44752.488414,2
Alexandrine Ward,32191.7754716,2
Myah Sanford,69805.1676115,4
Erna Langworth,86852.0228306,3
Jamar Durgan,48174.1464074,5
Marta Sporer,129880.477103,2
Maudie McKenzie,88930.2594321,4
Alexander Hagenes,44304.2339152,3
Dawn Douglas,90511.8315644,1
Osborne Buckridge,78977.5530964,3
Arvel Stamm,77574.8885585,2
Devon Langosh,72835.0972946,4
Abdiel Torp,89737.303655,3
Shanelle O'Connell,45523.4702251,1
Roma Schamberger,52993.2786996,0
Maritza Pouros,66505.0891819,6
Marley Reichert,40222.7724046,5
Kale Schmitt,39442.4412845,3
Deion Kling,63646.5941899,5
Wilfred Ledner,43083.2310908,3
Titus Pfannerstill,35055.0286717,2
Valentin Braun,32791.4985174,5
Ernie Hegmann,64973.7362337,3
Duncan Cummerata,65226.7053673,3
Demetris Wiegand,66413.9738606,5
Golden Treutel,68101.8740313,3
Darby Mills,60655.1104708,5
Alexanne Kautzer,83936.6188214,1
Dedric Powlowski,11920.4109796,3
Jovan Schaden,84816.222057,1
Dalton Swift,31347.0071211,3
Elna Murazik,33004.4642745,3
Gilda Kutch,29452.2397448,1
Johnathan Stark,32822.4564309,2
Evangeline Rogahn,52380.9287049,4
Teagan Jakubowski,63886.1580961,0
Katrine Williamson,49399.9639577,8
Pat Fadel,48805.6991354,2
Malika Rath,102123.195817,0
Keon Langworth,65986.7456494,3
Darrel Mohr,86733.7818299,4
Lionel Hegmann,52263.4560692,5
Moises Moen,56911.8817084,4
Stephania Treutel,54864.6241995,2
Roosevelt Roob,50469.0001174,4
Hayden Okuneva,72347.2635121,2
Bernice Kerluke,61322.496905,3
Amanda Beatty,46885.3817525,3
Antoinette Hammes,74344.0432179,3
Gladys Willms,38250.5680193,3
Christa Rodriguez,40429.7902491,4
Drew Prosacco,83689.8125929,3
Mabel Ankunding,58615.8034952,2
Niko Klocko,88921.3201631,3
Brook Stamm,33704.0560787,4
Americo Satterfield,26025.608422,2
Ceasar Welch,38557.3542255,2
Jewel Weissnat,54416.2476859,1
Thaddeus Bernier,73026.2100584,2
Kattie Bartell,38595.7413377,3
Chris Haley,73170.5254415,3
Cruz Carroll,37874.4931827,2
Edd Wiza,45821.0067174,3
Moises Kunde,24333.9986478,3
Lempi Gaylord,56023.5972297,3
Avis Feest,87473.8433093,2
Bryon Rowe,62354.6524833,3
Angeline Kuphal,53838.4408031,3
Wilma Kuvalis,40831.097635,4
Ella Lebsack,45546.6828076,5
Daren Towne,47898.7800115,3
Gunner Volkman,99572.0598835,1
Verna Murazik,70182.9734121,4
Alberto Harris,45318.4401083,5
David Flatley,65065.6956732,2
Augustine Borer,24678.5452832,6
Gudrun Bergstrom,70279.7242661,3
Velma Stark,82244.8676871,3
Connor Glover,52837.0965857,3
Reuben Powlowski,60919.2625127,6
Carson Powlowski,53823.384459,1
Onie Marks,55816.3400563,3
Michel Auer,46473.8997042,3
Carroll Toy,50867.6035868,2
Cornell Beier,18542.7587213,6
Anahi Reichert,58817.2639277,2
Wyatt Treutel,65102.8941624,1
Jose Kohler,30866.79062,3
Llewellyn Brekke,95774.4637571,3
Preston Dibbert,59136.9105813,3
Renee Maggio,23058.8405747,0
Edmund Will,31703.3142234,4
Justyn Gleason,39867.7254114,0
Glenna Ankunding,80543.9069332,5
Luna Spinka,57622.9172862,2
Nat Kling,32775.13581,3
Westley Willms,63385.1987835,2
Jazmyne Nikolaus,61262.578959,1
Clara Reinger,62881.2795833,4
Rasheed Emmerich,68488.8073903,2
Annetta Wilderman,84041.2216366,1
Brandy Langworth,25423.3292993,7
Madyson Rogahn,36831.5712596,2
Lizeth Dicki,38715.1770894,4
Arielle Gaylord,58290.7926213,1
Keaton Nitzsche,46470.2344325,3
Lacy Williamson,71206.1881475,3
Keyon Goodwin,48493.856964,1
Alexandrine Eichmann,65050.2972805,4
Murphy Botsford,42365.9050441,3
Bryce Rath,74565.6729928,5
Courtney Grady,23091.1757701,2
Roberto Cremin,61729.4406529,5
Marley Kuhn,55921.0987616,3
Evelyn Hilll,58703.9261548,1
Aylin Stokes,56255.6412393,1
Noelia Ledner,69740.0199412,4
Demond Stark,76952.7122539,2
Alexis Morar,53544.7323175,2
Melyna Bernier,59076.1373,5
Evelyn Aufderhar,84753.0961183,1
Godfrey Runolfsdottir,65723.810456,7
Mireya Boyle,90702.1187563,4
Lesly Homenick,41102.5174336,2
Lesley Hodkiewicz,41894.7873861,1
Korbin Schimmel,40675.3419146,3
Faustino Pfeffer,43103.230392,6
Tyrel Bahringer,56006.1508248,4
Jovanny Boyer,61762.7339025,1
Brannon Schimmel,54335.2082592,3
Cheyenne Thiel,47590.4364667,0
Vicenta Legros,70866.106905,3
Eleonore West,51276.5827687,2
Brannon Sawayn,56710.998544,0
Oscar Larson,70563.6832272,3
Maxie Padberg,55440.8767236,2
Ciara Ritchie,60337.6123346,1
Kyler Collier,74837.6654565,3
Rosario Koss,56243.2844665,2
Dena Kilback,62639.2033744,4
Wilhelmine Bernier,59605.069186,6
Clinton Lynch,68255.2231686,2
Vallie Schumm,35917.0321605,4
Arnaldo Becker,70792.5063125,2
Lenna Luettgen,55946.6286301,5
Richie Morissette,50811.5621048,4
Dane Reilly,37759.893874,2
Marion Champlin,46465.7211884,2
Jarrett Zemlak,43225.3796906,2
Winfield Koch,52167.7862647,7
Candelario Stanton,33001.1637799,6
Nick Gibson,36185.224065,5
Camille Dare,37853.88795,5
Garrick Franecki,43520.8839735,2
Jessyca Ledner,54785.1872462,2
Manuela Wilderman,95350.2236438,1
Eve Nikolaus,43787.744557,3
Rolando Graham,44959.7332789,3
Nellie Daniel,14841.5114249,4
Molly Gutmann,37523.4698398,4
Cordell Bradtke,65180.363411,1
Velma Jerde,74815.7885645,2
Ima Goldner,47282.4264969,2
Odessa Wisoky,89367.3178332,4
Destini Grimes,67311.6837761,3
Cameron Quitzon,52501.8808025,1
Granville Johnson,82732.527769,3
Maximillian Lueilwitz,89187.1967291,1
Camila Powlowski,71885.9533228,2
Orlo Sanford,48880.4853656,2
Benny Schmidt,55997.0770927,2
Elisha Grant,59494.5395736,6
Keshawn Feeney,81850.8069149,1
Jaunita Jenkins,76046.3472763,5
Gust Kohler,68688.2942067,4
Gardner Volkman,34998.1159354,3
Hillary Koss,90330.2081174,2
Ceasar Johnson,72385.8531352,3
Rosalyn Lebsack,64708.4599702,2
Neal Grant,86648.4470372,3
Alexander Trantow,110164.275175,3
Hobart Terry,38720.6425639,4
Noel Schulist,105304.44122,0
Missouri Goyette,42366.7834414,1
Ruben Murray,59162.5965627,4
Rolando Welch,58131.8232931,3
Concepcion Cremin,43116.5822705,2
Elton Simonis,45319.0236867,2
Jody Kiehn,1583.80162251,3
Hilda Kertzmann,47005.3216566,1
Keven Conroy,70384.1309873,2
Kyla Durgan,73555.450363,3
Tod Jerde,97403.2944228,3
Madeline Koelpin,50201.6003234,0
Evans Spencer,51776.2534017,2
Kyleigh Jacobs,11195.3054981,4
Josiah Johns,55933.4533053,5
Darwin Bogan,66467.0910015,1
Emiliano Hoeger,31732.1564574,4
Camille Gulgowski,63047.7869349,7
Cleora Grady,33864.6679712,1
Helena Blanda,35234.8473856,4
Lane Funk,64892.7190486,6
Kobe Prosacco,65026.1865558,3
Maya Runte,55444.5162091,2
Abbey Wiza,32402.7066538,2
Tatyana Lubowitz,32152.1055363,7
Marlen Kiehn,-2786.62826359,4
Maryam Waters,70722.8220378,2
Elisabeth Kautzer,66082.628388,6
Emilie Ruecker,74317.3947485,2
Rusty Kessler,60752.7493296,5
Alfred Schulist,87132.6990703,8
Simone Blanda,37294.6571422,3
Dallas Runolfsdottir,28504.2056043,5
Frederic Braun,39941.1019731,5
Glenna Emmerich,74195.9361818,2
Efren Gislason,90274.1154068,1
Gussie Cremin,64914.7601017,3
Alanna Kuhic,64275.1778429,1
Theresa Hintz,59545.4583495,3
Carlo Klein,47900.3030665,6
Elmo Hilpert,95339.9516958,4
Annette O'Kon,88803.9027331,1
Cecile Mills,59129.5294639,2
Sharon Cremin,30038.2971213,2
Cheyenne Ward,81760.4868426,0
Cleta Gerlach,26232.6105866,5
Jalen Klein,91217.0512917,2
Berta Kassulke,77165.2205203,2
Camron Senger,36697.1572848,5
Nathaniel Sauer,87729.4116037,3
Christine Volkman,61110.4349806,1
Stephen Lemke,37298.3916006,2
Santos Wintheiser,20460.2248535,3
Christine Hayes,62270.0008068,2
Meredith Langosh,87582.6335929,7
Marquis Kuvalis,52745.8886857,2
Alfonzo Kiehn,43196.6612732,5
Dedrick Barton,66071.9726963,4
Alexandro Kris,45305.7360123,0
Gudrun Hauck,43426.3944991,3
Freddy Berge,76870.5601693,5
Celia Borer,61169.8033609,5
Emanuel Nolan,63465.9059201,2
Rahsaan McCullough,90673.7487718,1
Belle Becker,49848.5115358,3
Cleveland Sauer,49783.020448,3
Maeve Kassulke,45462.1246565,5
Tyree Smitham,48502.7409468,1
Brielle Considine,36929.1702199,3
Camryn Greenholt,32834.290102,2
Jaclyn Considine,63222.0914047,3
Maud Bergnaum,56062.0474406,5
Rory Johnson,80638.9203938,1
Dejon Larkin,60345.6995429,1
Delbert McKenzie,52693.1634736,2
Brigitte Steuber,29313.1969241,2
Alda Shields,38893.3148299,6
Anya Pagac,13017.862361,1
Lucius Borer,68138.4937998,4
Drew Walsh,60327.9112218,2
Cara Bartoletti,43293.5874207,2
Shany Schimmel,37077.7576453,4
Darlene Gutkowski,49220.1539118,5
Mossie Bernier,81856.7330142,2
Jaquelin Price,53525.2644068,4
Isaiah Murazik,17078.6555713,4
Stone Kovacek,83479.0459179,3
Donavon Windler,42577.7708223,4
Maudie Gleason,16033.2740101,6
Chadrick Streich,54551.3026939,3
Luther Stanton,51666.8212522,1
Marjolaine O'Hara,58675.1879618,1
Tomasa Rowe,40415.9746421,2
Leanne Kunde,57531.1991294,1
Adela Feeney,81719.8051108,3
Terrence Leffler,47212.904925,3
Madison Kozey,7319.06461159,2
Wilma Christiansen,85779.5679438,7
Cydney Ratke,91082.0015321,2
Grace Schmidt,68259.4567398,5
Kaya Torp,60022.7384733,0
Brant Bergnaum,57849.0439541,4
Trevion Leannon,74521.814603,1
Mortimer Weissnat,37942.8569926,4
Madyson Roob,63638.12984,2
Deron Hilll,38286.0316273,3
Kirk Wolff,81759.610082,2
Winston Keeling,78807.2415448,1
Joesph Stoltenberg,46853.8102087,9
Kennith Kautzer,53822.9046939,1
Linnea Lubowitz,44634.4463769,4
Selina Barton,62910.7148429,7
Bernice Abshire,88714.440409,3
Princess Kuphal,46364.9766834,2
Arno Baumbach,56283.5220656,4
Stefan Runolfsdottir,41448.9735219,3
Adalberto Bashirian,23683.6198715,5
Jalyn Emmerich,49870.4570022,5
Harry Predovic,74746.1633232,5
Heloise Pouros,8403.30627564,7
Marilie Rau,61864.1409018,4
Sydni Weimann,18525.9388642,2
Bonita Emard,73772.0577669,1
Alycia Gaylord,34114.8097631,4
Alexandrine Schneider,52065.5314798,5
Aubree Jaskolski,59776.9495172,7
Alysa Bernhard,98590.6305797,3
Darlene Mante,46653.4084175,1
Erich Hermiston,42459.7028536,3
Michel Heathcote,86153.4718418,2
Heber Boyle,43288.1541885,3
Keven Considine,62533.9464777,3
Lafayette Mills,45928.4970411,4
Elijah Schuppe,25865.1832086,4
Rodolfo Reinger,52934.6064934,3
Isabel Hamill,23349.7590981,3
Rachel Cronin,51076.9907797,3
Jacky Schoen,29263.1447026,5
Russel Blanda,25539.2838018,2
Danny Crona,65216.5511749,1
Jailyn Gleason,59231.1527556,4
Darlene O'Connell,85837.9763619,0
Freida Zulauf,41548.7931022,1
Hester Ondricka,74927.1014743,4
Josephine Kris,74083.9098792,2
Jefferey Corkery,26362.5427308,6
Randall Schimmel,36449.2246023,2
Elmo Kuhic,52877.8349005,2
Mallie Langosh,90307.5302692,5
Janiya Connelly,69901.406338,5
Benedict Prosacco,35800.2234011,1
Margarete Kertzmann,103628.11429,4
Christ Kub,109816.120398,2
Macey Fadel,22899.749318,1
Zachary Gleichner,73115.3933994,1
Samir Rice,55928.1606805,2
Maryse Gleason,69448.23673,8
Jessyca Bradtke,46633.7162384,7
